Id,Type,Code,Name,Address1,Address2,Town,County,Country,PostCode,Telephone,FAX,Group_1,Group_2,Group_3,Group_4,Text_1,Text_2,Text_3,Text_4,Text_5,Number_1,Number_2,Number_3,Number_4,Number_5,Notes,Last_Update,Last_User,EMailNumber,Link_1,Link_2,Link_3,Link_4,Link_5,Checksum,NI_Building_Type,NI_Building_Category,Status,Number_6,Number_7,Number_8,Number_9,Number_10,Text_6,Text_7,Text_8,Text_9,Text_10,Factor_Region_Id,Latitude,Longitude
296,*,BBA1504-0999,KIC : Midland Good Shed & LLS (London),5 HANDYSIDE STREET,Kings Cross,LONDON,,,N1C 4AY,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:52.807,evonne.dent,,,,,,,-1761742688,0,0,0,0,0,0,0,0,,,,,,280,0,0
297,*,BBA1504-0900,KIC : Northampton Innovation Centre,GREEN STREET,,NORTHAMPTON,Northamptonshire,,"""NN1 1SY","""",,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:55.540,evonne.dent,,,,,,,-1109705443,0,0,0,0,0,0,0,0,,,,,,280,0,0
308,*,BBA1096-1182,SAT : Rutherglen (Glasgow) (824),"30 Mitchell Arcade ","Rutherglen ",Glasgow,Lanarkshire,,G73 2LS,0141 647 8330,,0,0,0,84,04/04/2020,,,,824,102,0,0,0,0,,2022-05-12 10:59:30.000,paul.mallett,rutherglenshop@satcol.org,K:\Clients\Salvation Army Trading Co\2015 onwards\Units 30 32 Mitchell Arcade Rutherglen Glasgow G73 2LS\CSC 30 Mitchell Arcade 5067.pdf,,,,,2114195329,0,0,0,0,0,0,0,0,,,,,,280,0,0
409,*,BBA1596-0009,"MPX : The Broadway, Victoria",8-10 Broadway,Victoria,LONDON,,,SW1H 0BG,,,0,0,0,70,15/01/2020,,,,,0,0,0,0,0,,2022-07-29 16:30:05.000,paul.mallett,,,,,,,-295057762,0,0,0,0,0,0,0,0,,,,,,280,0,0
298,*,BBA1504-0952,KIC : Princes Gate (Catterick),RICHMOND ROAD,Catterick Garrison,CATTERICK,North Yorkshire,,DL9 3JG,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:58.647,evonne.dent,,,,,,,2108210203,0,0,0,0,0,0,0,0,,,,,,280,0,0
299,*,BBA1504-0903,KIC : Riverside Road (Lowestoft),RIVERSIDE ROAD,Canning Road,LOWESTOFT,Suffolk,,NR33 0EQ,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:20:01.373,evonne.dent,,,,,,,223661050,0,0,0,0,0,0,0,0,,,,,,280,0,0
300,*,BBA1504-0923,KIC : Springhallow School (Ealing),COMPTON CLOSE,Cavendish Avenue,EALING,London,,W13 0JG,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:20:06.157,evonne.dent,,,,,,,-1965637588,0,0,0,0,0,0,0,0,,,,,,280,0,0
301,*,BBA1504-0935,KIC : Thetford Bus Interchange,SITE COMPOUND,St Nicholas Street,THETFORD,Norfolk,,IP24 1BG,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:20:08.837,evonne.dent,,,,,,,2040094288,0,0,0,0,0,0,0,0,,,,,,280,0,0
302,*,BBA1504-0861,KIC : Wakefield Waste (South Kirkby),South Kirkby Business Park,"Brigantian Way, South Kirkby","PONTEFRACT, WAKEFIELD",West Yorkshire,,WF9 3TH,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:20:11.727,evonne.dent,,,,,,,547530307,0,0,0,0,0,0,0,0,,,,,,280,0,0
303,*,BBA1504-0963,KSR : Penkridge Fire Station,BOSCOMOOR LANE,,PENKRIDGE,Staffordshire,,ST19 5LT,,,0,0,0,0,,,,,,0,0,0,0,0,,2019-01-31 10:25:10.000,evonne.dent,,,,,,,-1584410669,0,0,0,0,0,0,0,0,,,,,,280,0,0
306,*,BBA1096-1180,SAT : The Parade (Swinton) (815),34 The Parade,Swinton,Manchester,,,M27 4BH,0161 793 4864,,0,0,0,76,04/04/2020,,,,815,147,0,0,0,0,,2022-05-12 10:59:29.000,paul.mallett,SwintonGMshop@satcol.org,,,,,,-1594750850,0,0,0,0,0,0,0,0,,,,,,280,0,0
307,*,BBA1096-1167,SAT : Sheffield - Main Road (756),"Unit 1, 199-205 Main Road ",Darnall,Sheffield,South Yorkshire,,"S9 5HP ",0114 243 2813,,0,0,0,80,10/04/2019,,,,,90,0,0,0,0,,2018-04-19 11:09:41.000,evonne.dent,darnallshop@satcol.org,,,,,,1523975450,0,0,0,0,0,0,0,0,,,,,,280,0,0
309,NULL,BBA0886-0590,WAT : Watkiss House COT 12/11/20 CLOSED,1 Blaydon Road,,Sandy,,,SG19 1RZ,,,0,0,0,0,31/12/2019,,,,,0,0,0,0,0,,2023-04-25 12:51:44.000,kim.dring,,,,,,,-604914429,0,0,276,0,0,0,0,0,,,,,,280,0,0
310,NULL,BBA0886-0589,WAT : Christopher House,6 Tyne Road,,Sandy,,,SG19 1SA,,,0,0,0,0,20/04/2024,,,,,0,0,0,0,0,,2023-06-01 12:29:49.000,becky.jardine,,,,,,,1700999212,0,0,0,0,0,0,0,0,,,,,,280,0,0
311,NULL,BBA0886-0588,WAT : The Warren COT complete 12/11/20 - Sold,2 Blaydon Road,,Sandy,,,SG19 1RZ,,,0,0,0,0,31/12/2019,,,,,0,0,0,0,0,COT processed by YU 12/11/20,2022-08-23 11:15:40.000,becky.jardine,,,,,,,-339479615,0,0,279,0,0,0,0,0,,,,,,280,0,0
312,*,BBA0886-0587,WAT : 2 Blacksmiths Lane,2 Blacksmiths Lane,Hindringham,Fakenham,,,NR21 0QB,,,0,0,0,0," 31/12/2019",,,,,0,0,0,0,0,,2019-05-15 11:15:56.000,evonne.dent,,,,,,,-154754128,0,0,0,0,0,0,0,0,,,,,,280,0,0
314,*,BBA1096-1190,SAT : West Bromwich DC (816),"69 Dudley Street ",,West Bromwich,,,"B70 9RL ",0121 713 1960,,0,0,0,75,04/04/2020,,,,999,350,0,0,0,0,,2022-05-12 10:59:38.000,paul.mallett,westbromwichshop@satcol.org,,,,,,1332890879,0,0,278,0,0,0,0,0,,,,,,280,0,0
316,*,BBA1096-1187,SAT : Tamworth (822),Unit 19 Middle Entry Shopping Centre,,Tamworth,,,B79 7NJ,01827 61597,,0,0,0,0,04/04/2020,,,,822,144,0,0,0,0,,2022-05-12 10:59:36.000,paul.mallett,tamworthshop@satcol.org,,,,,,-1250780939,0,0,0,0,0,0,0,0,,,,,,280,0,0
330,*,BBA1096-1221,SAT : Norwich (828),9-11 Lower Goat Lane,,Norwich,Norfolk,,NR2 1EL,01603 624103,,0,0,0,81,04/04/2020,,,,828,300,0,0,0,0,,2022-05-12 10:59:44.000,paul.mallett,norwichshop@satcol.org,,,,,,1467576330,0,0,0,0,0,0,0,0,,,,,,280,0,0
350,*,BBA1504-1215,KFS : Percy House Tall,"Percy House ","Percy Street ","Newcastle Upon Tyne ",,,NE1 4QW,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-06-14 10:27:07.000,becky.jardine,,,,,,,-141179016,0,0,276,0,0,0,0,0,,,,,,280,0,0
375,*,BBA1588-0001,KKL : Kidz Kaffez Ltd,"Unit 3 2-8 The Works ",Sussex Road,"Haywards Heath ",,,RH16 4EA,,,0,0,0,0,06/11/2019 New Type,30 days,,,,0,0,0,0,0,,2019-10-24 10:56:26.000,evonne.dent,,,,,,,-1786291936,0,0,0,0,0,0,0,0,,,,,,280,0,0
1476,*,"BBA1096-1252 ",SAT : Sutton in Ashfield DC (974),"Unit D The Broad Centre ","Station Road    ","Sutton in Ashfield   ",,,"NG17 5FH ",,,0,0,0,0,,,,,974,392.05,0,0,0,0,Site acquired by SA on 28/02/2022,2023-03-15 15:52:44.000,paul.mallett,,,,,,,1127580917,0,0,278,0,0,0,0,0,,,,,,280,0,0
318,NULL,BBA1562-0917,RST : Rainbow School Trust,Rainbow Primary School,Nelson Street,BRADFORD,West Yorkshire,,BD5 0HD,01274 221400,,0,0,0,80,31/01/2020,90 days,90 days,,,0,0,0,0,0,,2019-10-24 11:29:20.000,evonne.dent,,,,,,,-236859657,0,0,0,0,0,0,0,0,,,,,,280,0,0
319,*,BBA1096-1191,SAT : Brierley Hill (820),Unit 12 The Moor Centre,High Street,Brierley Hill,West Midlands,,DY5 3AH,01384 74870,,0,0,0,75,04/04/2020,,,,820,182,0,0,0,0,,2022-05-12 10:59:39.000,paul.mallett,brierleyhillshop@satcol.org,,,,,,-576772266,0,0,0,0,0,0,0,0,,,,,,280,0,0
1480,*,BBA1592-0008,SSW : Scotts Cinema ??,Northgate yard,"Mount street, Bridgewater",,,,TA6 3FQ,,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-14 09:24:09.000,paul.mallett,,,,,,,-1339104158,0,0,0,0,0,0,0,0,,,,,,280,0,0
354,*,BBA1504-1235,KFS : Kings House Hammersmith,174 Hammersmith Road,,LONDON,,,W6 7JP,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2019-02-05 10:06:52.000,evonne.dent,,,,,,,-303095711,0,0,0,0,0,0,0,0,,,,,,0,0,0
321,*,BBA0776-0027,"BBA : BBA Sandy ",3a Market Square,,Sandy,,,SG19 1HT,01767 824 024,,0,0,0,70,,30 days,,,,0,0,0,0,0,,2024-01-11 14:54:34.000,becky.jardine,,,,,,,21011089,0,0,276,0,0,0,0,0,,,,,,280,0,0
331,NULL,BBA0893-0063,GON : Hilltop Estate,Units 6a & 6b,The Hilltop Estate,"West Bromwich, Birmingham",,,B70 0TX,,,0,0,0,75,23/01/2020,,,,,0,0,0,0,0,,2019-02-21 10:11:02.000,paul.mallett,,,,,,,-573215142,0,0,0,0,0,0,0,0,,,,,,280,0,0
332,NULL,BBA0893-0062,GON : Shaw Street,"Unit 6a, Shaw Street",Hill Top,"West Bromwich   ",,,B70 0TX,,,0,0,0,75,23/01/2020,,,,,0,0,0,0,0,,2019-02-21 10:11:11.000,paul.mallett,,,,,,,131328241,0,0,0,0,0,0,0,0,,,,,,280,0,0
333,NULL,BBA0893-0066,GON : Dagenham,Unit 5,Thames Gateway Park,Dagenham,Essex,,RM9 6RH,01436 676015,,0,0,0,70,23/01/2020,,,,,0,0,0,0,0,,2021-11-15 13:15:30.000,lesley.lawther,,,,,,,1306265683,0,0,0,0,0,0,0,0,,,,,,280,0,0
334,NULL,BBA0893-0064,GON : Bradford,"Unit 3, Mountleigh Close",Euroway Trading Estate,Bradford,,,BD4 6SP,01274 654444,,0,0,0,80,23/01/2020,,,,,0,0,0,0,0,,2022-11-01 14:22:21.000,lesley.lawther,adamsj@gondrand.co.uk,,,,,,373993551,0,0,0,0,0,0,0,0,,,,,,280,0,0
335,NULL,BBA0893-0065,GON : Sunbury-On-Thames CLOSED March 2021,"Unit 2, Sunbury International Business Centre","Brooklands Close, Off Windmill Road",Sunbury-On-Thames,,,TW16 7DX,,,0,0,0,70,23/01/2020,,,,,0,0,0,0,0,,2022-08-23 09:59:08.000,becky.jardine,,,,,,,519490301,0,0,276,0,0,0,0,0,,,,,,280,0,0
336,*,BBA1552-0704,HOL : Holme Grove Farm,Holme Grove Farm,,Biggleswade,Bedfordshire,,SG18 9SS,01767 685 705,,0,0,0,70,01/07/2020,30 days,,,,0,0,0,0,0,,2019-10-17 12:50:15.000,lesley.lawther,,,,,,,-371737753,0,0,0,0,0,0,0,0,,,,,,280,0,0
1498,*,BBA1096-1258,SAT : Lichfield DC (970),Eastern Avenue,,Lichfield,,,WS13 6UZ,01543 479 988,,0,0,0,0,,,,,970,1162.95,0,0,0,0,,2023-04-13 10:46:27.000,paul.mallett,Lichfield.DC@Satcol.org,,,,,,1078225562,0,0,0,0,0,0,0,0,,,,,,280,0,0
337,*,BBA1553-0705,HOL : Holme Park Stud,Holme Park Stud,Bedford Road,Northill,Bedfordshire,,SG18 9AL,01767 685 705,,0,0,0,70,01/07/2020,30 days,,,,0,0,0,0,0,,2019-10-24 10:52:24.000,evonne.dent,,,,,,,1625540994,0,0,0,0,0,0,0,0,,,,,,280,0,0
338,NULL,BBA0984-0592,WOD : Woodview Farm,Woodview Farm,Potton Road,"Gamlingay, Sandy",Bedfordshire,,SG19 3LW,01767 650 200,,0,0,0,70,09/04/2019,60 days,,,,0,0,0,0,0,,2018-04-26 14:47:03.000,evonne.dent,,,,,,,-1777926672,0,0,0,0,0,0,0,0,,,,,,280,0,0
339,NULL,BBA0871-0007,APS : Atwood Primary Academy,Atwood Primary School,Limpsfield Road,"Sanderstead, South Croydon",,,CR2 9EE,020 8657 7374,,0,0,0,70,05/11/2019 New Type,30 days,30 days,,,0,0,0,0,0,,2019-01-14 10:08:47.000,lesley.lawther,,,,,,,1963238364,0,0,0,0,0,0,0,0,,,,,,280,0,0
340,*,BBA1572-1044,UTC : UTC@HARBOURSIDE (CLOSED),Newhaven UTC Site,Off Drove Road,Newhaven,East Sussex,,BN6 0AS,01273 916 170,,0,0,0,70,20/03/2020,,,,,0,0,0,0,0,,2022-06-14 11:00:52.000,becky.jardine,,,,,,,187635741,0,0,276,0,0,0,0,0,,,,,,280,0,0
341,NULL,BBA1573-1058,CAD : Chunky's (Andrew Davie Ltd),Chunky's (Andrew Davie Ltd),9 High Street,Sandy,Bedfordshire,,SG19 1AG,"01767 692 966 ",,0,0,0,70,10/01/2020 New Type,30 days,,,,0,0,0,0,0,,2019-01-14 10:09:48.000,lesley.lawther,,,,,,,1456979290,0,0,0,0,0,0,0,0,,,,,,280,0,0
342,*,BBA0206-0422,PHS : Percy Hawkins & Sons Limited,Percy Hawkins & Sons Limited,Carey Street,Kettering,Northamptonshire,,NN16 0JL,01536 523 229,,0,0,0,75,,,,,,0,0,0,0,0,,2022-06-13 16:36:54.000,becky.jardine,,,,,,,-25450887,0,0,276,0,0,0,0,0,,,,,,280,0,0
343,*,BBA1556-0797,MRW : Mission Recycling Worcester,Mission Recycling Worcester,Offenham Road,Evesham,Worcestershire,,WR11 5DX,01386 425 808,,0,0,0,74,13/01/2018,,,,,0,0,0,0,0,,2022-06-14 10:25:52.000,becky.jardine,,,,,,,-1913070807,0,0,276,0,0,0,0,0,,,,,,280,0,0
344,NULL,BBA1557-0800,CWC : East Ferry Road,Canary Wharf College,197 East Ferry Road,London,,,E14 3BA,020 7515 2328,,0,0,0,70,23/05/2024,,,,,0,0,0,0,0,,2023-05-23 14:36:27.000,becky.jardine,,,,,,,-215509531,0,0,0,0,0,0,0,0,,,,,,280,0,0
345,*,BBA1579-1130,SCB : Surfin Cafe Biggleswade,Surfin Café,3-4 Market House,Biggleswade,Bedfordshire,,SG18 8AQ,01767 220 581,,0,0,0,70,15/10/2020,30 days,,,,0,0,0,0,0,,2023-06-01 12:23:18.000,becky.jardine,,,,,,,-1430804173,0,0,0,0,0,0,0,0,,,,,,280,0,0
346,NULL,BBA0876-0581,SNB : St Neots Bowling Club,St Neots Bowling Club,St Anslem Place,"St Neots ",Cambridgeshire,,PE19 1AP,01480 474 143,,0,0,0,70,26/06/2020,30 days,90 days,,,0,0,0,0,0,,2019-10-24 11:16:25.000,evonne.dent,,,,,,,-174360706,0,0,0,0,0,0,0,0,,,,,,280,0,0
347,NULL,BBA1550-0047,ESA : Eaton Socon Sports Association,Eaton Socon Sports Association,"Eaton Ford Meadows, Eaton Ford Green","Eaton Ford, St Neots",Cambridgeshire,,PE19 7AF,01480 391 868,,0,0,0,70,20/04/2019 New Type,30 days,,,,0,0,0,0,0,,2019-01-14 10:13:25.000,lesley.lawther,,,,,,,1954775014,0,0,0,0,0,0,0,0,,,,,,280,0,0
348,NULL,BBA0895-0048,EMC : Elite Motorist Centre Sandy Limited,Elite Motorist Centre Sandy Limited,51 London Road,Sandy,Bedfordshire,,SG19 1DZ,01767 682 626,,0,0,0,70,29/01/2020,90 days,,,,0,0,0,0,0,,2019-02-21 10:12:46.000,paul.mallett,,,,,,,429610927,0,0,0,0,0,0,0,0,,,,,,280,0,0
352,*,,{Deleted Data Sets},,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 16:35:34.000,becky.jardine,,,,,,,1043394459,0,0,276,0,0,0,0,0,,,,,,280,0,0
356,*,BBA1585-0002,CYC : Seldown Lane,Car Charge Point,Seldown Lane,Poole,Dorset,,BH15 1UG,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:59.000,becky.jardine,,,,,,,-842981303,0,0,276,0,0,0,0,0,,,,,,280,0,0
358,*,BBA1585-0004,CYC : Millhams Road,Car Charge Point,Millhams Road,Bournemouth,Dorset,,BH10 7LQ,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:43.000,becky.jardine,,,,,,,-833484770,0,0,276,0,0,0,0,0,,,,,,280,0,0
1466,*,BBA1596-0036,MPX : 65 Davies Street,65 Davies Street,,London,London,,W1K 5JL,,,0,0,0,70,21/12/2021,,,,,0,0,0,0,0,,2022-07-19 08:59:01.000,becky.jardine,,,,,,,915844842,0,0,276,0,0,0,0,0,,,,,,280,0,0
357,*,BBA1585-0003,CYC : Millhams Street,Car Charge Point,Millhams Street,Bournemouth,Dorset,,BH23 1DN,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:47.000,becky.jardine,,,,,,,923304613,0,0,276,0,0,0,0,0,,,,,,280,0,0
359,*,BBA1585-0005,CYC : Christchurch Road,Car Charge Point,Christchurch Road,Bournemouth,Dorset,,BH1 3JP,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:07.000,becky.jardine,,,,,,,-734364181,0,0,276,0,0,0,0,0,,,,,,280,0,0
360,*,BBA1585-0006,CYC : Hawkwood Road,Car Charge Point,Hawkwood Road,Bournemouth,Dorset,,BH5 1BY,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,"The site address is incorrect on Ecose:

The address should be 300 Poole Road. BH12 1AZ. MPAN 2000056238087.
In the Process of getting npower to change this on Ecoes",2022-06-14 10:29:23.000,becky.jardine,,,,,,,2083976755,0,0,276,0,0,0,0,0,,,,,,280,0,0
361,*,BBA1585-0007,CYC : Hawkwood Road (ECR870A1),Car Charge Point,Hawkwood Road,Bournemouth,Dorset,,BH5 1BY,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:31.000,becky.jardine,,,,,,,-618223107,0,0,276,0,0,0,0,0,,,,,,280,0,0
362,*,BBA1585-0008,CYC : Ashley Road,Car Charge Point,Ashley Road,Poole,Dorset,,BH14 9BZ,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:28:57.000,becky.jardine,,,,,,,924150012,0,0,276,0,0,0,0,0,,,,,,280,0,0
363,*,BBA1585-0009,CYC : Old Orchard,Car Charge Point,Old Orchard,Poole,Dorset,,BH15 1SD,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:53.000,becky.jardine,,,,,,,-256798305,0,0,276,0,0,0,0,0,,,,,,280,0,0
364,*,BBA1585-0010,CYC : Commercial Road,Car Charge Point,Commercial Road,Weymouth,Dorset,,DT4 8NA,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:12.000,becky.jardine,,,,,,,1259220997,0,0,276,0,0,0,0,0,,,,,,280,0,0
370,NULL,BBA1575-1082,GMG : G & M Growers Ltd,Hitchin Road,Upper Caldecote,"Biggleswade ",Bedfordshire,,SG18 9BU,01767 312082,,0,0,0,0,14/08/2020,30 days,,,,0,0,0,0,0,,2019-10-24 11:10:44.000,evonne.dent,DavidYatesgandm.growers@btconnect.com,,,,,,-1181149855,0,0,0,0,0,0,0,0,,,,,,280,0,0
373,*,BBA1583-1186,WFS : The Wren School (CLOSED),61-63 Bath Road,,Reading,Berkshire,,RG30 2BB,0118 959 1868,,0,0,0,70,05/07/2019 New Type,60 days,,,,0,0,0,0,0,,2022-08-23 09:50:29.000,becky.jardine,,,,,,,-898220937,0,0,276,0,0,0,0,0,,,,,,280,0,0
365,*,BBA1585-0011,CYC : Trinity Street,Car Point Dorch Vegas,Trinity Street,Dorchester,Dorset,,DT1 1AG,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:30:09.000,becky.jardine,,,,,,,823492632,0,0,276,0,0,0,0,0,,,,,,280,0,0
366,*,BBA1585-0012,CYC : Charmouth Road Car Park,Electric Vehicle Charger,Charmouth Road Car Park,Lyme Regis,Dorset,,DT7 3DW,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:02.000,becky.jardine,,,,,,,592470882,0,0,276,0,0,0,0,0,,,,,,280,0,0
367,*,BBA1585-0013,CYC : East Street Car Park,Electric Vehicle Charger,East Street Car Park,Bridport,Dorset,,DT6 3LL,,,0,0,0,0,13/11/2018,30 days,,,,0,0,0,0,0,,2022-06-14 10:29:16.000,becky.jardine,,,,,,,-1376812562,0,0,276,0,0,0,0,0,,,,,,280,0,0
371,*,BBA1586-1247,ASK : Ask Electronics Ltd,248-250 Tottenham Court Road,,London,,,W1T 7QZ,01883 622 221,,0,0,0,70,18/02/2020,30 days,,,,0,0,0,0,0,,2024-01-11 14:54:28.000,becky.jardine,,,,,,,-871342085,0,0,0,0,0,0,0,0,,,,,,280,0,0
374,*,,The Wren School,"61 - 63 ","Bath Road ",Reading,Berkshire,,RG30 2BB,0118 959 1868,,0,0,0,0,,,,,,0,0,0,0,0,,2017-11-07 10:45:04.780,becky.jardine,nlee@wrenschool.org,,,,,,1058864832,0,0,0,0,0,0,0,0,,,,,,280,0,0
420,*,BBA1096-1233,SAT : Filton DC (Bristol) (991),Unit 1 31-39 Gloucester Road North,Filton,Bristol,,,BS7 0SH,01173 636 404,,0,0,0,74,04/04/2020,,,,991,410,0,0,0,0,,2022-05-12 11:00:05.000,paul.mallett,Bristol.DC@satcol.org,,,,,,533571996,0,0,0,0,0,0,0,0,,,,,,280,0,0
377,*,BBA1024-1002,ARC: Archer Academy,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,,2018-01-15 15:47:21.220,paul.mallett,,,,,,,1359448206,0,0,0,0,0,0,0,0,,,,,,280,0,0
378,*,BBA1096-1224,SAT : Banbury Superstore (902),20-24 Bridge Street,,Banbury,Oxfordshire,,OX16 5PN,01295 575050,"Jo Green - Manager ",0,0,0,70,04/04/2020,,,,902,1043,0,0,0,0,,2023-02-06 10:17:12.000,becky.jardine,BanburyGBCS@satcol.org,,,,,,178746257,0,0,0,0,0,0,0,0,,,,,,280,0,0
381,NULL,BBA1557-0801,"CWC : Saunders Ness ",Saunders Ness Road,"Glenworth Avenue, Isle of Dogs",London,,,E14 3EB,,,0,0,0,0,23/05/2024,30 days,,,,0,0,0,0,0,,2023-05-23 14:36:39.000,becky.jardine,,,,,,,-1069963369,0,0,0,0,0,0,0,0,,,,,,280,0,0
421,*,BBA1599-0001,LCL : Lucky Coffee Ltd - Kebab,28 Hitchin Street,,Biggleswade,Bedfordshire,,SG18 8BE,,,0,0,0,70,,,,,,0,0,0,0,0,,2024-01-11 14:54:59.000,becky.jardine,,,,,,,-977231792,0,0,0,0,0,0,0,0,,,,,,280,0,0
368,*,BBA1504-0104,KFS : Brighton Library,Jubilee Street,,Brighton,,,BN1 1GE,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-06-13 14:34:07.000,becky.jardine,,,,,,,-416757599,0,0,276,0,0,0,0,0,,,,,,280,0,0
369,*,BBA1504-0102,KFS : Bournemouth Central Library,18-22 The Triangle,,Bournemouth,Dorset,,BH2 5RH,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-06-13 14:33:24.000,becky.jardine,,,,,,,-875947736,0,0,276,0,0,0,0,0,,,,,,280,0,0
372,*,BBA1587-0001,PAL : Perfect Aquatics Ltd,Hitchin Road,,Henlow,Bedfordshire,,SG16 6BB,01462 850 822,,0,0,0,70,08/10/2018,,,,,0,0,0,0,0,,2022-06-13 16:33:41.000,becky.jardine,,,,,,,929175498,0,0,276,0,0,0,0,0,,,,,,280,0,0
376,NULL,BBA1571-1002,TAA - The Archer Academy,Eagans Close,East Finchley,London,,,N2 8GA,020 8365 4110,,0,0,0,70,06/09/2020,,,,,0,0,0,0,0,,2019-10-24 11:09:48.000,evonne.dent,,,,,,,259940192,0,0,0,0,0,0,0,0,,,,,,280,0,0
379,*,BBA1096-1225,SAT : Abington (Northampton) (900),86 Abington Street,,Northampton,Northamptonshire,,NN1 2AP,01604 726420,,0,0,0,75,04/04/2020,,,,900,1565,0,0,0,0,,2022-05-12 11:40:05.000,paul.mallett,NorthamptonGBCS@satcol.org,,,,,,-1263373437,0,0,0,0,0,0,0,0,,,,,,280,0,0
380,*,BBA0619-0005,AFI : All Fill International Limited,5 Gateshead Close,,Sandy,Bedfordshire,,SG19 1RS,01767 691100,,0,0,0,70,,,,,,0,0,0,0,0,,2019-01-31 15:51:48.000,evonne.dent,,,,,,,-1729689478,0,0,0,0,0,0,0,0,,,,,,280,0,0
382,*,BBA1589-0001,SPC : St Mary Church,Church Road,,"Stevington ",Bedfordshire,,MK43 7QB,01234 825212,,0,0,0,0,11/01/2020,30 days,,,,0,0,0,0,0,"Stevington PCC (Parochial Church Council)
John Hirst - Billing Address: 
Stone End House 
The Bakery 
Silver Street 
Stevington 
MK43 825212",2022-08-23 11:42:26.000,becky.jardine,,"K:\Clients\Church, The\Stevington PCC LoA 2018.pdf",,,,,373111544,0,0,276,0,0,0,0,0,,,,,,280,0,0
383,*,BBA1589-0002,SPC : Church Rooms,Church Road,,"Stevington ",Bedfordshire,,MK43 7QB,01234 825 212,,0,0,0,0,11/01/2020,30 days,,,,0,0,0,0,0,,2022-08-23 11:42:21.000,becky.jardine,,,,,,,-1355649936,0,0,276,0,0,0,0,0,,,,,,280,0,0
384,*,BBA1590-0001,PAC : Portslade Aldridge Community Academy (CLOSED),Upper School,Chalky Road,Portslade,BRIGHTON,,BN41 2WS,,,0,0,0,0,27/02/2020,,,,,0,0,0,0,0,"Company No. 07672441
",2022-06-14 11:06:33.000,becky.jardine,,,,,,,839271342,0,0,276,0,0,0,0,0,,,,,,280,0,0
385,*,BBA1591-0001,BAC : Brighton Aldridge Community Academy (AC Closed Nov 2019),Lewes Road,,Brighton,,,BN1 9PW,01273 691191,,0,0,0,0,27/02/2020,,,,,0,0,0,0,0,,2022-06-14 11:06:26.000,becky.jardine,,,,,,,1748440973,0,0,276,0,0,0,0,0,,,,,,280,0,0
391,*,BBA1096-1226,SAT : Southampton (835) CLOSED 30/4/21,421 Shirley Road,,Southampton,Hampshire,,SO15 3JF,02380 528787,,0,0,0,72,04/04/2020,,,,835,84,0,0,0,0,,2022-06-21 09:05:30.000,becky.jardine,southamptonshirleyshop@satcol.org,,,,,,1858542157,0,0,276,0,0,0,0,0,,,,,,280,0,0
396,*,BBA1096-1227,SAT : Bryn DC (Wigan) (997),373-385 Wigan Road,Ashton-In-Makerfield,Wigan,Lancashire,,WN4 0AR,01942 836 141,,0,0,0,0,04/04/2020,,,,997,393,0,0,0,0,,2023-03-15 17:11:54.000,paul.mallett,bryndc@satcol.org,,,,,,-1063757816,0,0,0,0,0,0,0,0,,,,,,280,0,0
439,*,,CYC : Test,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-14 10:30:04.000,becky.jardine,,,,,,,623672776,0,0,276,0,0,0,0,0,,,,,,280,0,0
